Category,Price,Rating,Stock,Discount
,3193.0,2.390867431736814,In Stock,
,6483.0,4.263628413198943,In Stock,34.0
D,6433.0,,In Stock,5.0
,9519.0,3.060620618940357,In Stock,12.0
,3280.0,,,25.0
,4105.0,,,17.0
,5258.0,,Out of Stock,25.0
,,3.7429605579279133,Out of Stock,27.0
,9326.0,,Out of Stock,3.0
D,8619.0,,,34.0
D,6259.0,,Out of Stock,25.0
,134.0,2.3056786008194177,Out of Stock,45.0
A,7914.0,,,2.0
D,9463.0,,,
D,9295.0,,In Stock,
A,2838.0,,Out of Stock,25.0
,6490.0,,,10.0
D,4356.0,,,38.0
,1307.0,,,30.0
C,7467.0,4.204570586789588,,48.0
,5883.0,3.5432575144489182,Out of Stock,6.0
A,1411.0,2.2838450072484027,In Stock,9.0
B,9911.0,,In Stock,3.0
A,2969.0,1.0169582977369274,,23.0
B,2896.0,,In Stock,8.0
,604.0,,Out of Stock,22.0
D,323.0,4.157982202910244,,0.0
C,1057.0,,Out of Stock,17.0
,3965.0,1.0305065354446161,,22.0
,1577.0,,In Stock,14.0
D,8808.0,2.536594309582935,Out of Stock,13.0
C,2040.0,3.1521100231448433,In Stock,
,4737.0,,,
,5750.0,4.498982060667707,,13.0
,1568.0,4.113798157549822,,48.0
B,8260.0,1.2885826856726457,Out of Stock,16.0
,6212.0,,,10.0
,2186.0,,Out of Stock,22.0
,6944.0,,In Stock,38.0
A,5343.0,3.0347745075432173,,20.0
C,8683.0,,,39.0
,4509.0,2.9483364518679456,In Stock,37.0
,9631.0,1.1113414969003457,In Stock,23.0
B,5904.0,4.421146603344385,Out of Stock,31.0
C,6639.0,4.534516148143291,,33.0
,997.0,4.437430898394501,In Stock,37.0
,387.0,3.6343216730844397,,17.0
,7000.0,4.690735015682396,In Stock,8.0
,7579.0,,Out of Stock,20.0
C,750.0,,Out of Stock,33.0
,8024.0,2.510680056863793,,12.0
,3187.0,4.317107463046783,In Stock,20.0
A,3770.0,,,38.0
,5774.0,4.423889888977504,In Stock,7.0
C,6617.0,3.613701308184707,In Stock,13.0
,1249.0,,,10.0
A,3986.0,,Out of Stock,26.0
,2066.0,,Out of Stock,42.0
B,7274.0,1.9050049332868788,In Stock,7.0
,4101.0,,,12.0
,9418.0,3.9367554137820058,In Stock,9.0
,7715.0,,In Stock,41.0
,665.0,,,22.0
C,,4.726100541071982,Out of Stock,42.0
A,8604.0,3.659524202196421,Out of Stock,48.0
B,9122.0,3.588629928008624,In Stock,45.0
,7335.0,4.972969857858084,,28.0
A,6286.0,4.315610567514287,,21.0
C,4815.0,,Out of Stock,
B,4242.0,1.2409129226548612,Out of Stock,23.0
,9513.0,,,37.0
,1558.0,2.1260489691608795,,34.0
,7381.0,,Out of Stock,31.0
,972.0,4.58130917569972,,
D,5051.0,1.4415886565640479,Out of Stock,
B,3003.0,2.7162047230656294,Out of Stock,7.0
,778.0,2.1824003744606735,In Stock,45.0
B,9470.0,,Out of Stock,1.0
A,3534.0,,In Stock,
,1535.0,4.637649325585819,Out of Stock,7.0
,968.0,,In Stock,
D,3284.0,,In Stock,
B,5693.0,,In Stock,14.0
D,7759.0,3.0671954832176844,Out of Stock,39.0
A,2562.0,1.153528399592458,In Stock,35.0
D,644.0,,Out of Stock,47.0
,5212.0,2.11340645709965,Out of Stock,42.0
B,7416.0,3.1709437574344688,In Stock,34.0
D,3690.0,,,4.0
B,9095.0,,,18.0
C,6510.0,4.308675606337342,,7.0
,6262.0,,In Stock,11.0
,9639.0,,In Stock,36.0
,3471.0,,,20.0
,4587.0,2.7120587532119904,Out of Stock,11.0
,3620.0,,In Stock,
,5633.0,,In Stock,45.0
,5857.0,2.672355687152289,,7.0
,357.0,1.4769274484803505,In Stock,21.0
,3215.0,1.0841746532617873,Out of Stock,31.0
,339.0,3.3881994544507443,,
,7515.0,,In Stock,1.0
,7409.0,,Out of Stock,23.0
D,9154.0,4.271334932470041,Out of Stock,
,8447.0,,,34.0
,5141.0,,In Stock,24.0
A,4154.0,,In Stock,48.0
,3272.0,3.271867653450437,,46.0
,8292.0,3.7364576498141906,Out of Stock,
,124.0,,,11.0
,423.0,2.1078381855077444,,7.0
,162.0,,,36.0
,3516.0,,In Stock,10.0
A,3772.0,,,19.0
,1493.0,3.5567681248311263,Out of Stock,18.0
D,8222.0,,Out of Stock,45.0
D,2511.0,3.632099331577597,In Stock,33.0
,9439.0,2.6511701054557966,,2.0
C,9713.0,4.248103068220118,Out of Stock,46.0
,,3.4863670130155286,In Stock,32.0
,6953.0,2.535200273068939,In Stock,48.0
,3564.0,,Out of Stock,47.0
,9035.0,4.639565427240969,,18.0
,8551.0,,In Stock,20.0
,3600.0,,In Stock,6.0
,6315.0,,Out of Stock,
,1089.0,2.4497214414497708,In Stock,6.0
,2903.0,,In Stock,15.0
C,5245.0,1.1488591245909232,,26.0
D,789.0,,Out of Stock,35.0
,7352.0,4.390909091982623,Out of Stock,6.0
D,6744.0,,In Stock,39.0
,8673.0,,Out of Stock,7.0
,9147.0,4.771918219932086,In Stock,17.0
D,1669.0,2.105550917462175,Out of Stock,46.0
,1307.0,,Out of Stock,19.0
B,2763.0,3.287226166271415,,
D,5669.0,,In Stock,2.0
,6470.0,,Out of Stock,47.0
B,,2.9504628327415228,In Stock,27.0
,5266.0,,In Stock,44.0
,5218.0,,Out of Stock,30.0
C,9776.0,4.100424148041165,In Stock,13.0
,4936.0,3.3885909170272814,,32.0
,9918.0,3.0484141650158305,,
A,,4.073024465020252,In Stock,10.0
B,8340.0,2.961243301928114,Out of Stock,33.0
D,6886.0,,Out of Stock,19.0
,4811.0,,Out of Stock,22.0
D,2660.0,,,5.0
C,5040.0,,Out of Stock,16.0
,8937.0,3.168626657315065,In Stock,
,7171.0,3.5643305372823777,In Stock,31.0
,2637.0,,In Stock,13.0
,2977.0,4.886014305777607,In Stock,23.0
,,,In Stock,46.0
C,7299.0,1.1818981067628997,,3.0
,5654.0,,In Stock,27.0
B,7843.0,4.764716532259818,Out of Stock,0.0
,193.0,3.484824616590424,Out of Stock,27.0
,5756.0,,,11.0
,4765.0,,In Stock,37.0
,1175.0,3.024834876757818,Out of Stock,5.0
,2061.0,1.493867064654272,,7.0
,5123.0,4.929465080243746,,20.0
B,2045.0,,In Stock,1.0
,4862.0,2.383654498366615,Out of Stock,29.0
B,9178.0,4.985115727229305,,41.0
,,3.751455103773808,Out of Stock,22.0
,3237.0,,Out of Stock,40.0
C,4033.0,1.6385813335798027,,6.0
,6217.0,,In Stock,42.0
,1958.0,4.6949812875891626,Out of Stock,46.0
,7051.0,,,13.0
,8541.0,4.579736468389143,,
,1317.0,,In Stock,20.0
,9240.0,2.6379896645706578,In Stock,40.0
,810.0,3.254853508336873,,45.0
,7041.0,,,36.0
C,7973.0,3.9749198711535647,Out of Stock,13.0
,6433.0,1.596048612960863,,12.0
,6966.0,,In Stock,43.0
,8449.0,2.658873198912866,,39.0
B,6387.0,4.806959517197045,,33.0
B,7038.0,3.7594534125234076,Out of Stock,41.0
D,3418.0,,,16.0
,4871.0,,,28.0
D,251.0,,In Stock,3.0
,7418.0,,In Stock,43.0
A,1986.0,2.4139292153414065,In Stock,17.0
B,1202.0,3.2485700974957537,Out of Stock,39.0
,5946.0,,Out of Stock,
,6096.0,3.1802364785378034,Out of Stock,14.0
,,3.129525111836002,Out of Stock,45.0
,5138.0,1.5768427371572118,Out of Stock,17.0
,7403.0,4.395858845446691,In Stock,22.0
,9818.0,,,7.0
,3848.0,,In Stock,24.0
,9984.0,,In Stock,0.0
,632.0,2.242138509535392,,12.0
,8098.0,,Out of Stock,22.0
A,2408.0,2.8974098825374517,,44.0
B,5574.0,,,21.0
,8547.0,1.906573062597423,Out of Stock,31.0
,2133.0,,,
,3044.0,,Out of Stock,29.0
C,2501.0,2.6466048791164742,Out of Stock,22.0
,2523.0,,,40.0
,8454.0,2.1341473821232997,,36.0
D,4298.0,3.559395227223582,In Stock,40.0
,2003.0,,,3.0
,3757.0,,In Stock,25.0
,5397.0,,In Stock,25.0
,5153.0,,In Stock,9.0
,790.0,4.674096132099043,,
,3137.0,4.976589842462637,In Stock,39.0
,7241.0,,,46.0
,6029.0,,,28.0
,540.0,1.1493663154600173,In Stock,5.0
,628.0,3.2980958234749784,In Stock,28.0
,6620.0,1.876627015407462,,19.0
,3258.0,,Out of Stock,24.0
,8648.0,1.1710166588145463,Out of Stock,26.0
,787.0,3.129012543995571,Out of Stock,
,3734.0,3.5807405122683806,Out of Stock,18.0
,8483.0,4.602869472538178,Out of Stock,0.0
,6472.0,3.200770015892991,Out of Stock,15.0
B,4642.0,,Out of Stock,26.0
B,8642.0,4.0025602778905345,Out of Stock,48.0
D,255.0,3.1495754147196213,In Stock,33.0
,9520.0,1.979189748830255,,44.0
,1127.0,2.869476571592778,In Stock,11.0
,3940.0,,In Stock,10.0
C,829.0,,In Stock,42.0
,9349.0,3.652425158478521,Out of Stock,15.0
,8679.0,4.7104483166889,In Stock,
A,7766.0,,In Stock,17.0
,8394.0,,Out of Stock,34.0
,891.0,,,31.0
,5512.0,4.9876107605418465,In Stock,29.0
,7485.0,4.387702937214278,,30.0
,5587.0,,In Stock,44.0
B,8643.0,1.7295058331033268,Out of Stock,12.0
,9140.0,,Out of Stock,44.0
,157.0,,Out of Stock,24.0
A,7902.0,,Out of Stock,24.0
,8698.0,4.307085603631329,,5.0
A,1316.0,3.082218887521531,Out of Stock,24.0
B,186.0,1.44579856669476,,16.0
,5003.0,3.814695115352155,In Stock,30.0
B,1328.0,1.1879353427254578,In Stock,44.0
,8314.0,,In Stock,11.0
A,4477.0,,Out of Stock,12.0
,8311.0,,In Stock,28.0
,6426.0,,,18.0
B,9362.0,1.3077866998460181,In Stock,13.0
,1718.0,2.6870823250713913,In Stock,7.0
B,6379.0,,,32.0
,6928.0,2.3330936325127705,In Stock,
C,4404.0,1.4918633672723423,Out of Stock,
A,8071.0,,,12.0
,523.0,3.7915414913090606,Out of Stock,15.0
,4064.0,3.1319496320380416,Out of Stock,2.0
,2867.0,,,44.0
C,3604.0,,,7.0
B,8525.0,4.440149062018778,In Stock,35.0
C,7305.0,,In Stock,17.0
,8099.0,,,10.0
,4926.0,,Out of Stock,42.0
D,,,,38.0
,7750.0,2.1695016425347258,Out of Stock,36.0
,3545.0,2.622266077753124,Out of Stock,
,4679.0,,Out of Stock,7.0
D,4053.0,,,
C,6566.0,,Out of Stock,
C,667.0,,In Stock,37.0
D,6477.0,3.2828959730737997,Out of Stock,
A,1022.0,4.992002328274693,In Stock,30.0
D,4048.0,3.520451122739891,,10.0
C,2033.0,,In Stock,26.0
D,5436.0,,,25.0
A,1914.0,,In Stock,9.0
,1983.0,,,
B,4862.0,,Out of Stock,6.0
,784.0,,In Stock,42.0
,7596.0,,In Stock,4.0
B,8613.0,,In Stock,18.0
A,1789.0,4.812429208300745,,38.0
C,2410.0,3.0206004122632315,Out of Stock,3.0
A,7596.0,2.7995641437013052,In Stock,10.0
C,5620.0,,Out of Stock,38.0
B,2564.0,1.0707419118643475,Out of Stock,0.0
,8821.0,,Out of Stock,17.0
,1934.0,2.006068127397374,,8.0
A,7615.0,3.341888370579414,In Stock,32.0
B,3614.0,2.7887219805956374,,
,1151.0,,Out of Stock,
,8806.0,3.08190121624673,,11.0
,6325.0,3.4771937702913522,Out of Stock,18.0
,9001.0,1.8376818095349137,In Stock,5.0
,3384.0,,Out of Stock,26.0
,9011.0,,In Stock,35.0
D,3197.0,,In Stock,22.0
A,212.0,,Out of Stock,37.0
,6599.0,,In Stock,45.0
,,,In Stock,44.0
,1656.0,,Out of Stock,47.0
B,4367.0,,In Stock,35.0
,,3.691579128275543,In Stock,46.0
D,,4.0084352425070255,Out of Stock,15.0
,4743.0,,,19.0
,3314.0,,Out of Stock,41.0
,7324.0,3.9882607131026244,,2.0
,7630.0,,In Stock,20.0
,6558.0,,,13.0
,6258.0,4.397031714468383,,16.0
,3114.0,,,28.0
A,223.0,,In Stock,23.0
,7538.0,,,7.0
,,,In Stock,44.0
,5604.0,4.543692171944052,,2.0
,5423.0,4.181258426595903,Out of Stock,
,,1.3938539929619012,,1.0
B,1666.0,4.497136106077314,In Stock,23.0
,,3.281209572259522,In Stock,41.0
D,8133.0,2.945173598863156,,47.0
A,2173.0,1.4828117547033286,In Stock,32.0
B,3343.0,,,38.0
,5738.0,,Out of Stock,38.0
C,2347.0,4.459114967051758,Out of Stock,28.0
,545.0,3.228205938957552,In Stock,
,5000.0,,,34.0
,9431.0,,,44.0
,2751.0,,,15.0
,4986.0,,Out of Stock,34.0
,8384.0,,Out of Stock,
,7136.0,3.503655679970459,In Stock,22.0
,4377.0,,,2.0
,3579.0,3.830460773576924,In Stock,39.0
,2268.0,,In Stock,28.0
A,9790.0,1.250023462522429,In Stock,31.0
,4791.0,,In Stock,42.0
C,5484.0,,Out of Stock,6.0
,2675.0,,In Stock,46.0
,9067.0,,In Stock,2.0
,9933.0,,,36.0
,9223.0,,Out of Stock,43.0
C,238.0,,Out of Stock,9.0
D,,,Out of Stock,15.0
,7192.0,3.3855542911293988,In Stock,4.0
A,,,In Stock,37.0
A,3108.0,,Out of Stock,
,1235.0,1.6302229752191804,,19.0
,9074.0,,In Stock,39.0
,759.0,1.0502541680411093,In Stock,5.0
,6328.0,,,20.0
,3071.0,,,46.0
,7957.0,1.1789794101393096,,7.0
,6256.0,,Out of Stock,
,9058.0,,,15.0
,5053.0,1.7386062254014631,,28.0
A,3153.0,4.4847482113282755,,37.0
,5735.0,,In Stock,34.0
B,8453.0,,In Stock,15.0
C,7869.0,1.9131177767875407,In Stock,40.0
,1014.0,,Out of Stock,20.0
B,4660.0,,In Stock,7.0
,7231.0,1.424892934128644,,10.0
C,6575.0,2.4482604161965416,,16.0
,1964.0,,Out of Stock,25.0
,3611.0,,In Stock,0.0
C,6139.0,3.71436538530155,Out of Stock,13.0
A,1543.0,,In Stock,23.0
A,747.0,,,1.0
,7188.0,3.541989519811057,,22.0
A,1812.0,2.546586866180037,,39.0
,6364.0,2.1845476884451207,,15.0
,7588.0,2.2738437336659127,In Stock,5.0
,8615.0,1.2155863589902256,Out of Stock,22.0
,1474.0,,Out of Stock,
,7165.0,,In Stock,45.0
,6782.0,1.0522795679550514,In Stock,25.0
A,9042.0,,In Stock,22.0
,6840.0,,In Stock,
,3519.0,,Out of Stock,9.0
,8320.0,3.6712535605422705,Out of Stock,6.0
,451.0,1.6232199939260865,In Stock,32.0
A,1521.0,1.9581720015130113,In Stock,15.0
,9768.0,,,
,4352.0,,,24.0
,3375.0,,Out of Stock,15.0
,3207.0,,,43.0
,7742.0,2.5872590031199354,In Stock,16.0
A,,,,34.0
,772.0,3.200412441030147,Out of Stock,13.0
,6960.0,3.199276990092736,In Stock,39.0
B,8440.0,4.233513951093535,,4.0
,4500.0,,Out of Stock,23.0
,8596.0,,In Stock,45.0
,9590.0,,In Stock,44.0
B,4397.0,4.09886325085372,In Stock,13.0
,744.0,,In Stock,26.0
,,2.768665479106021,In Stock,12.0
,6127.0,,Out of Stock,8.0
,7908.0,,,0.0
C,9301.0,1.3853477731016373,Out of Stock,17.0
,2858.0,,,29.0
D,8571.0,4.147482152594931,In Stock,17.0
B,9699.0,1.9970814585939083,In Stock,41.0
,480.0,,Out of Stock,
,7949.0,,In Stock,
B,7923.0,,,33.0
,2898.0,,,25.0
,8240.0,2.5287187249509375,Out of Stock,16.0
D,2017.0,,,5.0
,174.0,,In Stock,28.0
C,9049.0,,Out of Stock,28.0
,3643.0,,In Stock,16.0
D,1192.0,1.7728504785685453,,
,4340.0,2.867764996399758,Out of Stock,0.0
C,271.0,1.387043101786956,,15.0
,5729.0,,,33.0
,2497.0,2.7208878028219017,Out of Stock,42.0
,5140.0,,,
,6060.0,,In Stock,6.0
,2826.0,,,35.0
D,1365.0,,,37.0
,7243.0,3.7414283220160582,Out of Stock,45.0
,892.0,,Out of Stock,31.0
C,3284.0,,In Stock,21.0
A,3668.0,2.8846104879937067,In Stock,
,2572.0,,Out of Stock,23.0
,6836.0,,In Stock,28.0
A,986.0,2.099192261401087,In Stock,37.0
,1753.0,,Out of Stock,17.0
,5250.0,1.9934031789850781,Out of Stock,17.0
,2797.0,2.0327709874847373,Out of Stock,27.0
,2051.0,,Out of Stock,45.0
,3481.0,,,41.0
,8327.0,,,
,4099.0,,Out of Stock,
A,3190.0,4.955731426319195,In Stock,31.0
,6307.0,3.5645225111272576,Out of Stock,36.0
,6132.0,3.465649820266486,,35.0
D,248.0,,,4.0
,8589.0,2.857183192621933,In Stock,19.0
,9728.0,,In Stock,22.0
,3403.0,,,
A,4039.0,,,29.0
B,4119.0,,In Stock,11.0
A,5009.0,,,28.0
,6142.0,4.376229068165226,In Stock,2.0
,4628.0,2.9743893356944495,Out of Stock,
,141.0,,In Stock,15.0
,4884.0,,,25.0
,5286.0,4.263091605984979,,45.0
,6906.0,,Out of Stock,
C,517.0,1.2729833613397132,In Stock,
,9291.0,,Out of Stock,19.0
,9364.0,,Out of Stock,
,2295.0,,Out of Stock,12.0
A,6229.0,4.089846407785176,In Stock,6.0
,9439.0,,In Stock,
B,8991.0,2.1020779963290512,Out of Stock,2.0
C,8254.0,,In Stock,39.0
,5627.0,3.2317582196855503,In Stock,46.0
,7289.0,,In Stock,14.0
A,943.0,,Out of Stock,31.0
,337.0,,,46.0
B,4844.0,,In Stock,43.0
,458.0,2.957183551735889,Out of Stock,15.0
,5050.0,,,21.0
D,3182.0,3.636535719006474,Out of Stock,5.0
,3761.0,4.854906643531342,Out of Stock,22.0
,6986.0,,In Stock,41.0
B,5901.0,,Out of Stock,28.0
,9799.0,,,
,6673.0,4.9687876533958235,In Stock,41.0
,360.0,4.525248011022104,In Stock,46.0
,4279.0,2.063730889589053,In Stock,
,3034.0,,,31.0
,5983.0,,,17.0
D,5065.0,,Out of Stock,49.0
,6735.0,,In Stock,27.0
D,9480.0,2.282681764634841,In Stock,
,1937.0,3.171312967613319,,45.0
,2048.0,2.930280425179351,Out of Stock,38.0
,3428.0,4.400024011534859,,46.0
,4853.0,,In Stock,40.0
B,,4.956455899621643,,14.0
C,2548.0,1.1615292999878286,,2.0
C,9676.0,,In Stock,13.0
C,3252.0,2.957626141147796,,35.0
B,4963.0,2.631434918226218,In Stock,35.0
,9837.0,4.077143018372525,Out of Stock,15.0
,7803.0,3.538834862440363,In Stock,0.0
,2731.0,,In Stock,39.0
D,6260.0,,In Stock,8.0
,5483.0,,In Stock,
,5473.0,3.984919277814988,,31.0
C,8063.0,2.954655793120616,In Stock,44.0
,2861.0,2.3664462716523755,Out of Stock,6.0
,6186.0,3.6752615072889885,Out of Stock,46.0
,2040.0,3.3922462053989366,,38.0
,3083.0,3.1549643736979083,,20.0
,9633.0,3.8416309315558608,Out of Stock,41.0
,1242.0,3.037537249044934,,14.0
,5215.0,,,22.0
,,,Out of Stock,1.0
,,,Out of Stock,15.0
,8417.0,,In Stock,9.0
C,2935.0,3.2829130916829175,,
,3955.0,,Out of Stock,40.0
,6194.0,1.1394028524666235,Out of Stock,35.0
A,3144.0,1.377917757150986,In Stock,23.0
,3255.0,1.8667509894430574,,20.0
,6541.0,2.949805247255469,In Stock,45.0
,4247.0,1.1457290864965164,Out of Stock,2.0
,9171.0,,In Stock,31.0
D,2565.0,2.622165128743412,,9.0
A,3673.0,,,37.0
,6148.0,,In Stock,43.0
D,1140.0,1.4556688187098894,In Stock,38.0
A,1853.0,2.6127525607615465,In Stock,9.0
,2066.0,,In Stock,36.0
,2863.0,2.9451456303419263,In Stock,40.0
D,254.0,4.134695614000115,In Stock,
,9524.0,1.8584210834816943,,4.0
,6996.0,,Out of Stock,36.0
,8176.0,3.5150053605414024,Out of Stock,45.0
,1537.0,1.168436341115941,,22.0
D,3771.0,,In Stock,30.0
,7965.0,3.0529550103890215,Out of Stock,9.0
,4424.0,4.992992177638451,In Stock,41.0
B,4743.0,,Out of Stock,30.0
,9729.0,1.735501043999685,,33.0
,2314.0,2.9504001408342653,Out of Stock,34.0
,2753.0,4.976548187670298,,46.0
,2085.0,,In Stock,37.0
,587.0,,,15.0
,,,Out of Stock,28.0
B,6444.0,,In Stock,44.0
,1322.0,,,41.0
D,9833.0,,Out of Stock,25.0
,531.0,3.763509325473399,In Stock,5.0
,2153.0,3.2270961712433626,Out of Stock,45.0
,5119.0,1.7737018199744177,Out of Stock,48.0
,8627.0,1.6102640318690766,Out of Stock,
,297.0,,Out of Stock,3.0
,5426.0,,Out of Stock,22.0
C,273.0,1.4180834593687037,,4.0
,3164.0,1.8564876494356684,,
D,3836.0,,,31.0
C,907.0,,In Stock,4.0
,,,Out of Stock,
,944.0,,In Stock,44.0
,6618.0,2.3903355920797384,In Stock,24.0
,580.0,1.4907350786525972,In Stock,38.0
,7422.0,1.3887899924494618,In Stock,40.0
C,8748.0,1.5274825040393862,,6.0
,2526.0,,,19.0
,2193.0,,,8.0
,2141.0,1.4427356777756404,In Stock,36.0
,8942.0,4.356030324204079,Out of Stock,43.0
D,3311.0,3.779833637391149,Out of Stock,42.0
,3601.0,,Out of Stock,10.0
,2908.0,,Out of Stock,43.0
B,9772.0,4.386476093744632,In Stock,1.0
,4953.0,2.55636308815333,Out of Stock,13.0
,3596.0,,,30.0
,5570.0,1.211041220532186,,24.0
A,572.0,,Out of Stock,
,413.0,3.8750762510371586,Out of Stock,24.0
,9448.0,,In Stock,31.0
,1476.0,3.283649654560546,,32.0
D,6094.0,,,20.0
,1360.0,,,36.0
C,4651.0,,,29.0
,2630.0,,In Stock,29.0
C,2708.0,1.5939606552371202,,40.0
C,6768.0,,,34.0
D,1072.0,,Out of Stock,20.0
A,5966.0,,,15.0
,1357.0,1.575677158382542,Out of Stock,47.0
B,4688.0,1.0136444576261732,Out of Stock,39.0
C,5135.0,1.3979580883377167,Out of Stock,43.0
B,5835.0,,,20.0
,2489.0,,In Stock,43.0
C,2831.0,4.015490082668807,,30.0
A,6309.0,,,34.0
,868.0,4.44701248149917,,5.0
,2951.0,,Out of Stock,37.0
C,7595.0,,,27.0
,4775.0,1.9700663344235991,,14.0
,3462.0,,Out of Stock,8.0
C,5131.0,4.236650018713776,In Stock,40.0
,5159.0,,In Stock,30.0
,978.0,,Out of Stock,7.0
B,6750.0,2.240162267358838,In Stock,21.0
,1035.0,4.095231037828995,Out of Stock,7.0
,9682.0,4.489641074311935,In Stock,36.0
B,9919.0,2.916351330020928,,4.0
,5085.0,,Out of Stock,7.0
A,1448.0,1.578281882282309,In Stock,28.0
,6307.0,4.954964905040871,Out of Stock,
,6101.0,4.210077430622178,In Stock,0.0
D,6054.0,,Out of Stock,36.0
,2410.0,3.118344839120001,In Stock,
,2579.0,,Out of Stock,34.0
D,5841.0,4.241377172414666,Out of Stock,19.0
,,,,
,7321.0,4.762416364499229,Out of Stock,
,1434.0,,In Stock,46.0
C,,4.403474797560687,In Stock,21.0
C,1680.0,,,46.0
B,1076.0,3.472829214829641,Out of Stock,12.0
,8772.0,,Out of Stock,6.0
,6797.0,4.295197752124858,,32.0
,9848.0,4.571325150691187,Out of Stock,13.0
,4384.0,4.295469146945701,In Stock,5.0
,8403.0,4.420791316507302,In Stock,30.0
,8281.0,,In Stock,15.0
,8486.0,,In Stock,34.0
,7882.0,3.499802616262206,,22.0
,9644.0,,Out of Stock,7.0
A,2934.0,,Out of Stock,25.0
D,8941.0,,,
D,7260.0,,Out of Stock,21.0
C,2987.0,2.201141319570443,In Stock,31.0
D,9653.0,,Out of Stock,
A,5196.0,3.8180208129306443,,26.0
,5015.0,4.508928573095144,Out of Stock,13.0
,716.0,,,33.0
,,3.708541400203897,In Stock,41.0
,6966.0,1.2361074254362432,In Stock,24.0
,4024.0,,,35.0
,7878.0,3.317701614197333,,3.0
A,,2.8007277823682126,In Stock,6.0
,7987.0,,,39.0
,6208.0,4.0565459307784,,44.0
,7770.0,,In Stock,44.0
,7321.0,3.453911915630956,In Stock,
B,9394.0,1.9423444641239889,,47.0
,1406.0,3.2237114599859495,Out of Stock,13.0
C,1871.0,,Out of Stock,29.0
,1348.0,,,18.0
,8474.0,3.987314096495559,Out of Stock,35.0
,1102.0,4.655984569752293,Out of Stock,29.0
,6105.0,,Out of Stock,35.0
,5797.0,1.1084484296634196,In Stock,35.0
,8774.0,1.7740098191754106,In Stock,19.0
,8547.0,,Out of Stock,47.0
,816.0,3.809783415698837,Out of Stock,2.0
B,7656.0,2.7814611526467017,In Stock,20.0
,6616.0,,,7.0
A,1499.0,,Out of Stock,38.0
B,5995.0,3.0914451422446763,In Stock,18.0
,3007.0,,,7.0
,311.0,,,18.0
,3112.0,,Out of Stock,15.0
B,8240.0,3.652888297989315,In Stock,48.0
,4606.0,,In Stock,7.0
B,3368.0,1.6889997550873672,,7.0
B,9265.0,,In Stock,24.0
B,6898.0,,,
D,390.0,2.527515738542302,,6.0
A,3669.0,,Out of Stock,17.0
B,9746.0,,Out of Stock,14.0
,9408.0,,In Stock,31.0
,8843.0,,,2.0
,4296.0,,In Stock,33.0
,4085.0,1.5523764322273261,In Stock,33.0
C,5972.0,3.1036115909225717,,
,5512.0,,Out of Stock,26.0
C,3305.0,3.9267984425107385,In Stock,5.0
,7738.0,3.266528515499862,In Stock,27.0
,5578.0,4.854748969539183,,36.0
,229.0,,,3.0
,4443.0,3.1602805532218126,In Stock,48.0
,9317.0,2.5394093781852725,In Stock,17.0
,7683.0,3.4737390600422446,,45.0
C,857.0,,Out of Stock,5.0
B,702.0,2.2388522777506017,In Stock,45.0
,,,Out of Stock,
A,5370.0,,In Stock,1.0
B,5499.0,4.118607924812325,Out of Stock,48.0
D,8711.0,4.232480532787325,In Stock,1.0
,8405.0,4.626298946630063,,18.0
,399.0,,In Stock,18.0
,3241.0,,In Stock,47.0
,273.0,,In Stock,5.0
B,4364.0,3.4911783151543307,Out of Stock,35.0
,6554.0,4.901451620524203,Out of Stock,39.0
,9571.0,,In Stock,3.0
,772.0,,Out of Stock,43.0
,,,,1.0
,9685.0,2.091469996373896,In Stock,41.0
,9471.0,,,37.0
,8513.0,1.6344842501412304,,3.0
,8767.0,,Out of Stock,38.0
A,4625.0,3.67080577052816,,
,3883.0,3.9311790349453712,,33.0
A,5281.0,2.1417931536952195,In Stock,41.0
,1265.0,4.460394570640025,,7.0
A,5164.0,,,38.0
,1780.0,2.201523165614836,In Stock,36.0
,3022.0,4.203255409417453,Out of Stock,16.0
B,5880.0,,In Stock,43.0
,3101.0,,,35.0
,2993.0,,,8.0
,7642.0,,In Stock,45.0
,7620.0,2.758632458639411,In Stock,23.0
,8010.0,,Out of Stock,26.0
,8493.0,,,14.0
,8977.0,4.548854950177848,,49.0
,5680.0,1.417238329688558,,39.0
D,9536.0,,,33.0
D,7810.0,1.481073746409081,In Stock,38.0
D,6108.0,2.474654233546479,,10.0
,9624.0,,,25.0
B,2162.0,,In Stock,38.0
,263.0,4.652271734414185,Out of Stock,
,7003.0,1.9300833368031594,In Stock,19.0
,5601.0,,In Stock,32.0
A,2558.0,,Out of Stock,33.0
C,3826.0,3.821176637821326,In Stock,43.0
,4048.0,,Out of Stock,29.0
,3898.0,1.0270621332760603,Out of Stock,18.0
D,645.0,2.454962136254689,,42.0
,3556.0,,In Stock,30.0
,4059.0,,Out of Stock,36.0
,8326.0,1.3384597183293794,In Stock,
D,1183.0,2.746028971193752,Out of Stock,43.0
,5963.0,,In Stock,18.0
B,5973.0,2.7504142463770833,In Stock,42.0
,9025.0,,,27.0
D,4690.0,2.062145611959722,In Stock,13.0
,,,,24.0
D,2494.0,3.619980555611296,Out of Stock,
,8641.0,2.648164552699005,,41.0
C,3836.0,,,33.0
,303.0,,,22.0
,628.0,,Out of Stock,24.0
,2006.0,4.956117744372038,In Stock,9.0
B,5235.0,1.8234310555409712,Out of Stock,11.0
