satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,disloyal Customer,48,Business travel,Business,2351,5,5,5,1,5,5,5,5,4,2,4,4,5,5,0,0.0
satisfied,disloyal Customer,30,Business travel,Eco,3137,5,5,5,1,1,5,1,1,5,3,4,2,5,1,120,107.0
satisfied,disloyal Customer,47,Business travel,Business,2774,5,5,5,1,2,5,2,2,5,5,4,4,5,2,0,37.0
satisfied,disloyal Customer,47,Business travel,Business,2392,5,5,5,1,2,5,2,2,5,5,5,4,4,2,0,3.0
satisfied,disloyal Customer,47,Business travel,Business,1789,5,5,5,1,2,5,2,2,4,5,5,4,5,2,0,0.0
satisfied,disloyal Customer,47,Business travel,Business,1688,5,5,5,1,5,5,2,5,5,5,4,5,5,5,0,0.0
satisfied,disloyal Customer,46,Business travel,Business,2312,5,5,5,1,2,5,2,2,4,2,5,5,5,2,0,
satisfied,disloyal Customer,46,Business travel,Business,3023,5,5,5,1,1,5,1,1,3,4,3,5,4,1,0,0.0
satisfied,disloyal Customer,46,Business travel,Business,2039,5,5,5,1,3,5,5,3,5,2,4,4,4,3,0,0.0
satisfied,disloyal Customer,46,Business travel,Business,2681,5,5,5,1,1,5,5,1,3,4,4,5,5,1,0,0.0
satisfied,disloyal Customer,45,Business travel,Business,2224,5,5,5,1,1,5,1,1,4,5,5,5,5,1,10,14.0
satisfied,disloyal Customer,45,Business travel,Business,2194,5,5,5,1,4,5,4,4,4,2,5,5,5,4,0,0.0
satisfied,disloyal Customer,45,Business travel,Business,1723,5,5,5,1,3,5,3,3,3,4,5,5,5,3,0,6.0
satisfied,disloyal Customer,45,Business travel,Business,1791,5,5,5,1,3,5,3,3,3,3,5,3,4,3,0,0.0
satisfied,disloyal Customer,19,Business travel,Eco,2872,5,5,5,1,1,5,2,1,5,3,4,3,3,1,0,0.0
satisfied,disloyal Customer,24,Business travel,Eco,2512,5,5,5,1,1,5,1,1,3,5,5,5,5,1,0,0.0
satisfied,disloyal Customer,44,Business travel,Business,2638,5,5,5,1,5,2,2,5,3,5,4,2,4,2,194,183.0
satisfied,disloyal Customer,44,Business travel,Business,1966,5,5,5,1,4,5,5,4,3,3,4,5,4,4,0,0.0
satisfied,disloyal Customer,44,Business travel,Business,2075,5,5,5,1,5,5,4,5,4,5,5,5,4,5,0,2.0
satisfied,disloyal Customer,44,Business travel,Business,1598,5,5,5,1,3,5,5,3,5,3,4,5,4,3,0,0.0
satisfied,disloyal Customer,44,Business travel,Business,1606,5,5,5,1,5,5,5,5,3,3,5,5,5,5,0,0.0
satisfied,disloyal Customer,37,Business travel,Eco,2462,5,5,5,1,3,5,3,3,5,4,5,4,1,3,18,13.0
satisfied,disloyal Customer,16,Business travel,Eco,2502,5,5,5,1,3,5,3,3,3,4,4,3,5,3,0,0.0
satisfied,disloyal Customer,44,Business travel,Business,1553,5,5,5,1,4,5,4,4,3,3,5,4,4,4,9,2.0
satisfied,disloyal Customer,44,Business travel,Business,1310,5,5,5,1,4,5,4,4,3,5,5,3,5,4,44,48.0
satisfied,disloyal Customer,44,Business travel,Business,1596,5,5,5,1,4,5,5,4,5,4,4,3,5,4,0,0.0
satisfied,disloyal Customer,43,Business travel,Business,2885,5,5,5,1,2,5,2,2,4,2,4,5,4,2,0,0.0
satisfied,disloyal Customer,43,Business travel,Business,2794,5,5,5,1,5,5,5,5,3,5,4,4,4,5,3,0.0
satisfied,disloyal Customer,43,Business travel,Eco Plus,1932,5,5,5,1,4,5,4,4,2,3,3,5,4,4,0,0.0
satisfied,disloyal Customer,19,Business travel,Eco,3157,5,5,5,1,5,5,5,5,3,1,5,4,2,5,0,0.0
satisfied,disloyal Customer,42,Business travel,Business,3420,5,5,5,1,5,5,5,5,3,3,3,4,4,5,0,0.0
satisfied,disloyal Customer,42,Business travel,Business,2652,5,5,5,1,2,5,2,2,5,4,5,3,4,2,2,8.0
satisfied,disloyal Customer,42,Business travel,Business,1607,5,5,5,1,4,5,4,4,4,3,5,5,4,4,29,28.0
satisfied,disloyal Customer,42,Business travel,Business,1540,5,5,5,1,5,5,1,5,4,5,5,4,4,5,93,83.0
satisfied,disloyal Customer,42,Business travel,Business,1943,5,5,5,1,1,5,1,1,3,5,4,3,4,1,57,50.0
satisfied,disloyal Customer,42,Business travel,Business,1670,5,5,5,1,3,5,3,3,5,2,4,5,5,3,0,0.0
satisfied,disloyal Customer,42,Business travel,Business,1875,5,5,5,1,5,5,5,5,3,4,5,3,4,5,11,9.0
satisfied,disloyal Customer,42,Business travel,Business,1465,5,5,5,1,3,5,3,3,4,4,5,4,4,3,7,0.0
satisfied,disloyal Customer,50,Business travel,Eco,3097,5,5,5,1,5,5,3,5,3,3,3,1,2,5,0,0.0
satisfied,disloyal Customer,26,Business travel,Eco,3009,5,5,5,1,5,5,5,5,2,1,1,5,4,5,20,9.0
satisfied,disloyal Customer,42,Business travel,Eco Plus,1819,5,5,5,1,4,5,4,4,2,5,5,3,4,4,0,12.0
satisfied,disloyal Customer,24,Business travel,Eco,2514,5,5,5,1,5,5,5,5,5,4,4,5,4,5,2,0.0
satisfied,disloyal Customer,21,Business travel,Eco,2174,5,5,5,1,3,5,3,3,5,2,2,5,2,3,16,0.0
satisfied,disloyal Customer,40,Business travel,Business,1380,5,5,5,1,5,5,5,5,3,2,5,3,5,5,5,0.0
satisfied,disloyal Customer,40,Business travel,Business,1725,5,5,5,1,4,5,5,4,3,3,5,4,2,4,16,9.0
satisfied,disloyal Customer,22,Business travel,Eco,3184,5,5,5,1,4,5,4,4,3,4,4,4,4,4,0,0.0
satisfied,disloyal Customer,25,Business travel,Eco,2808,5,5,5,1,1,5,1,1,5,1,4,3,3,1,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,2552,5,5,5,1,1,5,1,1,3,3,5,4,5,1,7,0.0
satisfied,disloyal Customer,39,Business travel,Business,2098,5,5,5,1,4,5,4,4,1,1,4,4,1,4,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,1968,5,5,5,1,4,5,4,4,5,3,1,2,1,4,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,2101,5,5,5,1,5,5,5,5,3,5,4,4,4,5,0,44.0
satisfied,disloyal Customer,24,Business travel,Eco,2769,5,5,5,1,1,5,1,1,4,5,5,4,5,1,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,1932,5,5,5,1,4,5,4,4,3,5,4,5,4,4,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,1378,5,5,5,1,1,5,1,1,3,5,4,5,4,1,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,1595,5,5,5,1,1,5,4,1,4,3,5,3,2,1,0,1.0
satisfied,disloyal Customer,39,Business travel,Business,1426,5,5,5,1,4,5,4,4,4,4,5,4,1,4,88,79.0
satisfied,disloyal Customer,39,Business travel,Business,1635,5,5,5,1,1,5,1,1,4,5,4,2,3,1,0,0.0
satisfied,disloyal Customer,25,Business travel,Eco,2482,5,5,5,1,1,5,1,1,5,5,4,3,4,1,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,1651,5,5,5,1,5,5,5,5,5,4,5,4,4,5,31,65.0
satisfied,disloyal Customer,21,Business travel,Eco,2368,5,5,5,1,4,5,4,4,4,3,4,3,5,4,0,0.0
satisfied,disloyal Customer,24,Business travel,Eco,2768,5,5,5,1,1,5,1,1,5,4,5,3,4,1,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,1900,5,5,5,1,3,5,3,3,5,2,4,3,5,3,0,0.0
satisfied,disloyal Customer,21,Business travel,Eco,2407,5,5,5,1,5,5,5,5,5,4,4,4,4,5,0,0.0
satisfied,disloyal Customer,39,Business travel,Business,1786,5,5,5,1,4,5,4,4,4,2,4,4,5,4,0,0.0
satisfied,disloyal Customer,38,Business travel,Business,2393,5,5,5,1,2,5,2,2,4,5,5,3,4,2,3,0.0
satisfied,disloyal Customer,38,Business travel,Business,2439,5,5,5,1,4,5,4,4,5,3,5,4,4,4,4,0.0
satisfied,disloyal Customer,38,Business travel,Business,2400,5,5,5,1,5,5,5,5,3,5,4,5,4,5,6,7.0
satisfied,disloyal Customer,25,Business travel,Eco,2165,5,5,5,1,5,5,5,5,2,4,5,5,4,5,0,20.0
satisfied,disloyal Customer,38,Business travel,Business,1543,5,5,5,1,2,5,2,2,5,3,4,5,5,2,0,0.0
satisfied,disloyal Customer,38,Business travel,Business,2153,5,5,5,1,2,5,2,2,5,4,5,4,4,2,0,0.0
satisfied,disloyal Customer,38,Business travel,Business,2059,5,5,5,1,1,5,1,1,5,3,5,5,4,1,31,15.0
satisfied,disloyal Customer,38,Business travel,Business,2285,5,5,5,1,2,5,1,2,3,3,5,5,5,2,28,10.0
satisfied,disloyal Customer,38,Business travel,Business,2047,5,5,5,1,3,5,3,3,5,3,5,4,4,3,4,1.0
satisfied,disloyal Customer,38,Business travel,Business,1852,5,5,5,1,5,5,5,5,5,5,4,3,5,5,18,5.0
satisfied,disloyal Customer,38,Business travel,Business,1347,5,5,5,1,5,5,5,5,3,2,4,4,5,5,0,5.0
satisfied,disloyal Customer,21,Business travel,Eco,1873,5,5,5,1,4,5,4,4,3,3,5,3,4,4,0,0.0
satisfied,disloyal Customer,22,Business travel,Eco,2093,5,5,5,1,3,5,3,3,2,2,5,3,4,3,17,26.0
satisfied,disloyal Customer,13,Business travel,Eco,2599,5,5,5,1,3,5,1,3,2,3,2,2,3,3,0,3.0
satisfied,disloyal Customer,23,Business travel,Eco,2153,5,5,5,1,3,5,3,3,2,5,3,2,5,3,14,18.0
satisfied,disloyal Customer,23,Business travel,Eco,2515,5,5,5,1,5,5,5,5,4,5,5,4,4,5,15,3.0
satisfied,disloyal Customer,38,Business travel,Business,1249,5,5,5,1,5,5,1,5,5,2,4,3,4,5,3,12.0
satisfied,disloyal Customer,37,Business travel,Business,2579,5,5,5,1,1,5,1,1,3,3,4,4,4,1,28,41.0
satisfied,disloyal Customer,47,Business travel,Eco,2432,5,5,5,1,1,5,1,1,4,2,4,2,2,1,0,0.0
satisfied,disloyal Customer,37,Business travel,Business,1799,5,5,5,1,4,5,4,4,4,2,5,5,5,4,0,0.0
satisfied,disloyal Customer,37,Business travel,Business,1485,5,5,5,1,4,5,4,4,4,3,4,5,4,4,25,22.0
satisfied,disloyal Customer,37,Business travel,Business,2048,5,5,5,1,1,5,1,1,4,5,4,5,5,1,0,0.0
satisfied,disloyal Customer,37,Business travel,Business,1185,5,5,5,1,3,5,3,3,3,3,5,3,5,3,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,2411,5,5,5,1,2,5,2,2,4,1,5,1,2,2,0,0.0
satisfied,disloyal Customer,28,Business travel,Eco,2621,5,5,5,1,2,5,2,2,2,5,3,3,4,2,0,0.0
satisfied,disloyal Customer,18,Business travel,Eco,2901,5,5,5,1,5,5,4,5,3,4,5,3,4,5,0,2.0
satisfied,disloyal Customer,22,Business travel,Eco,2722,5,5,5,1,2,5,2,2,1,5,1,2,5,2,0,0.0
satisfied,disloyal Customer,19,Business travel,Eco,2651,5,5,5,1,4,5,4,4,3,1,4,2,5,4,0,0.0
satisfied,disloyal Customer,48,Business travel,Eco,2634,5,5,5,1,2,5,2,2,4,3,2,1,3,2,0,0.0
satisfied,disloyal Customer,16,Business travel,Eco,2802,5,5,5,1,2,5,2,2,3,5,5,3,3,2,0,2.0
satisfied,disloyal Customer,37,Business travel,Eco,1976,5,5,5,1,4,5,4,4,3,3,3,2,3,4,9,0.0
satisfied,disloyal Customer,37,Business travel,Eco Plus,1856,5,5,5,1,4,5,3,4,1,2,1,2,4,4,0,0.0
satisfied,disloyal Customer,25,Business travel,Eco,2020,5,5,5,1,5,5,5,5,5,3,4,5,3,5,0,0.0
satisfied,disloyal Customer,16,Business travel,Eco,2266,5,5,5,1,2,5,2,2,4,5,4,4,5,2,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,2870,5,5,5,1,1,5,1,1,4,2,4,3,5,1,0,0.0
satisfied,disloyal Customer,24,Business travel,Eco,2081,5,5,5,1,3,5,5,3,2,4,5,1,1,3,0,0.0
satisfied,disloyal Customer,25,Business travel,Eco,2327,5,5,5,1,4,5,4,4,4,5,3,1,2,4,45,52.0
satisfied,disloyal Customer,23,Business travel,Eco,2233,5,5,5,1,1,5,1,1,3,4,4,2,5,1,0,0.0
satisfied,disloyal Customer,22,Business travel,Eco,2145,5,5,5,1,5,5,5,5,4,1,5,2,5,5,11,0.0
satisfied,disloyal Customer,18,Business travel,Eco,2206,5,5,5,1,4,5,4,4,4,4,4,3,4,4,0,21.0
satisfied,disloyal Customer,23,Business travel,Eco,1933,5,5,5,1,5,0,5,5,4,4,4,4,5,5,0,0.0
satisfied,disloyal Customer,30,Business travel,Eco,2336,5,5,5,1,3,5,3,3,4,2,4,1,5,3,0,4.0
satisfied,disloyal Customer,22,Business travel,Eco,2484,5,5,5,1,1,5,2,1,3,4,1,3,1,1,4,44.0
satisfied,disloyal Customer,30,Business travel,Business,3168,5,5,5,1,4,5,4,4,4,3,5,5,4,4,0,0.0
satisfied,disloyal Customer,30,Business travel,Business,3134,5,5,5,1,5,5,5,5,4,4,4,4,4,5,42,23.0
satisfied,disloyal Customer,23,Business travel,Eco,2550,5,5,5,1,5,5,5,5,3,5,5,4,4,5,0,13.0
satisfied,disloyal Customer,30,Business travel,Business,2367,5,5,5,1,1,5,1,1,3,4,5,5,4,1,2,0.0
satisfied,disloyal Customer,24,Business travel,Eco,2604,5,5,5,1,5,3,3,3,1,4,5,3,2,3,181,180.0
satisfied,disloyal Customer,17,Business travel,Eco,1606,5,5,5,1,2,5,2,2,3,3,4,4,4,2,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,2284,5,5,5,1,5,5,5,5,3,2,4,4,5,5,0,4.0
satisfied,disloyal Customer,29,Business travel,Business,3810,5,5,5,1,3,5,3,3,3,4,5,5,4,3,0,18.0
satisfied,disloyal Customer,29,Business travel,Business,2382,5,5,5,1,5,5,5,5,3,2,5,4,5,5,2,4.0
satisfied,disloyal Customer,29,Business travel,Business,2406,5,5,5,1,3,5,3,3,5,5,4,5,4,3,0,0.0
satisfied,disloyal Customer,29,Business travel,Business,2324,5,5,5,1,4,5,4,4,3,5,5,3,4,4,0,0.0
satisfied,disloyal Customer,29,Business travel,Business,2144,5,5,5,1,1,5,1,1,3,3,4,3,4,1,4,5.0
satisfied,disloyal Customer,29,Business travel,Business,2341,5,5,5,1,2,5,2,2,5,3,5,5,5,2,9,8.0
satisfied,disloyal Customer,29,Business travel,Business,1676,5,5,5,1,2,5,2,2,4,4,4,3,4,2,0,0.0
satisfied,disloyal Customer,29,Business travel,Business,1709,5,5,5,1,2,5,4,2,3,4,5,5,5,2,24,17.0
satisfied,disloyal Customer,29,Business travel,Business,1668,5,5,5,1,2,5,2,2,4,3,5,4,4,2,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,2469,5,5,5,1,5,5,5,5,3,2,5,5,4,5,0,0.0
satisfied,disloyal Customer,22,Business travel,Eco,2321,5,5,5,1,5,5,5,5,4,3,4,1,3,5,15,9.0
satisfied,disloyal Customer,20,Business travel,Eco,2142,5,5,5,1,4,5,4,4,5,3,5,5,2,4,0,0.0
satisfied,disloyal Customer,21,Business travel,Eco,1647,5,5,5,1,2,5,2,2,4,2,4,3,4,2,0,0.0
satisfied,disloyal Customer,21,Business travel,Eco,1992,5,5,5,1,2,5,4,2,3,5,4,3,5,2,0,0.0
satisfied,disloyal Customer,19,Business travel,Eco,1645,5,5,5,1,3,5,3,3,3,3,4,4,2,3,0,0.0
satisfied,disloyal Customer,28,Business travel,Business,2333,5,5,5,1,2,5,2,2,5,4,3,5,4,2,1,0.0
satisfied,disloyal Customer,28,Business travel,Business,2967,5,5,5,1,5,5,5,5,4,2,3,5,4,5,0,0.0
satisfied,disloyal Customer,28,Business travel,Business,2065,5,5,5,1,3,5,3,3,4,3,5,5,4,3,9,12.0
satisfied,disloyal Customer,28,Business travel,Business,2322,5,5,5,1,2,5,2,2,3,5,4,3,5,2,0,0.0
satisfied,disloyal Customer,28,Business travel,Business,2603,5,5,5,1,1,5,1,1,3,4,5,5,4,1,0,0.0
satisfied,disloyal Customer,28,Business travel,Business,1573,5,5,5,1,3,4,2,3,4,2,4,5,4,3,13,8.0
satisfied,disloyal Customer,28,Business travel,Business,1723,5,5,5,1,3,5,3,3,5,4,5,3,4,3,14,11.0
satisfied,disloyal Customer,15,Business travel,Eco,1609,5,5,5,1,5,5,5,5,4,3,4,3,4,5,55,31.0
satisfied,disloyal Customer,16,Business travel,Eco,2223,5,5,5,1,2,5,2,2,5,3,4,5,5,2,9,3.0
satisfied,disloyal Customer,24,Business travel,Eco,2446,5,5,5,1,5,4,4,4,4,2,5,4,1,4,170,182.0
satisfied,disloyal Customer,28,Business travel,Business,1826,5,5,5,1,3,5,3,3,4,4,5,5,5,3,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,2924,5,5,5,1,5,2,2,3,5,4,5,2,5,2,272,262.0
satisfied,disloyal Customer,27,Business travel,Business,4382,5,5,5,1,0,5,1,3,3,4,5,1,3,1,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,3360,5,5,5,1,3,5,5,3,3,3,5,3,4,3,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,3225,5,5,5,1,3,5,3,3,4,5,5,4,5,3,13,0.0
satisfied,disloyal Customer,27,Business travel,Business,2390,5,5,5,1,5,5,5,5,3,2,5,5,4,5,71,47.0
satisfied,disloyal Customer,27,Business travel,Business,2039,5,5,5,1,3,5,3,3,4,1,4,1,3,3,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,2522,5,5,5,1,3,5,3,3,4,3,5,4,4,3,0,0.0
satisfied,disloyal Customer,20,Business travel,Eco,2149,5,5,5,1,1,5,5,1,5,4,4,5,4,1,39,35.0
satisfied,disloyal Customer,27,Business travel,Business,2574,5,5,5,1,5,1,1,5,3,5,4,1,5,1,168,165.0
satisfied,disloyal Customer,27,Business travel,Business,2387,5,5,5,1,4,5,1,4,4,3,4,3,5,4,7,0.0
satisfied,disloyal Customer,27,Business travel,Business,1678,5,5,5,1,1,5,1,1,3,4,4,4,5,1,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,1994,5,5,5,1,2,5,1,2,3,2,5,4,5,2,15,12.0
satisfied,disloyal Customer,27,Business travel,Business,1918,5,5,5,1,3,5,3,3,4,5,5,3,5,3,0,0.0
satisfied,disloyal Customer,27,Business travel,Eco Plus,2115,5,5,5,1,3,1,3,2,4,1,4,3,1,3,202,242.0
satisfied,disloyal Customer,18,Business travel,Eco,1595,5,5,5,1,2,5,2,2,4,2,5,3,4,2,0,0.0
satisfied,disloyal Customer,22,Business travel,Eco,2447,5,5,5,1,5,5,5,5,2,2,2,1,5,5,0,0.0
satisfied,disloyal Customer,16,Business travel,Eco,2105,5,5,5,1,3,3,3,3,2,3,3,5,3,3,0,2.0
satisfied,disloyal Customer,23,Business travel,Eco,2446,5,5,5,1,1,5,1,1,5,5,4,4,5,1,0,0.0
satisfied,disloyal Customer,21,Business travel,Eco,1879,5,5,5,1,1,5,1,1,5,2,5,4,5,1,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,1410,5,5,5,1,4,5,4,4,3,4,4,3,4,4,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,1599,5,5,5,1,5,5,4,5,5,2,5,4,4,5,0,4.0
satisfied,disloyal Customer,22,Business travel,Eco,2075,5,5,5,1,4,5,4,4,5,5,4,4,5,4,0,0.0
satisfied,disloyal Customer,40,Business travel,Eco,1972,5,5,5,1,2,5,2,2,4,2,5,3,4,2,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,1172,5,5,5,1,5,5,5,5,5,4,4,5,5,5,0,0.0
satisfied,disloyal Customer,27,Business travel,Business,1718,5,5,5,1,3,5,3,3,4,5,4,4,5,3,15,12.0
satisfied,disloyal Customer,27,Business travel,Business,1216,5,5,5,1,3,5,3,3,5,2,5,4,5,3,23,20.0
satisfied,disloyal Customer,27,Business travel,Business,1305,5,5,5,1,3,5,3,3,3,3,5,3,4,3,16,9.0
satisfied,disloyal Customer,27,Business travel,Business,1118,5,5,5,1,3,5,3,3,5,3,5,3,4,3,0,0.0
satisfied,disloyal Customer,26,Business travel,Business,3986,5,5,5,1,5,5,2,3,2,4,5,2,3,2,7,39.0
satisfied,disloyal Customer,26,Business travel,Business,2950,5,5,5,1,3,0,3,3,3,2,4,4,5,3,0,0.0
satisfied,disloyal Customer,26,Business travel,Business,3272,5,5,5,1,3,5,3,3,5,3,5,4,5,3,0,0.0
satisfied,disloyal Customer,26,Business travel,Business,2131,5,5,5,1,3,5,3,3,4,4,5,4,5,3,17,22.0
satisfied,disloyal Customer,26,Business travel,Business,1903,5,5,5,1,4,0,4,4,3,3,5,5,4,4,0,0.0
satisfied,disloyal Customer,26,Business travel,Eco Plus,2318,5,5,5,1,5,5,5,5,5,3,4,4,5,5,0,0.0
satisfied,disloyal Customer,26,Business travel,Business,2011,5,5,5,1,2,5,2,2,5,3,4,5,5,2,0,10.0
satisfied,disloyal Customer,26,Business travel,Business,2098,5,5,5,1,5,5,5,5,5,5,4,5,3,5,130,135.0
satisfied,disloyal Customer,21,Business travel,Eco,1967,5,5,5,1,4,5,4,4,4,3,4,3,2,4,56,44.0
satisfied,disloyal Customer,39,Business travel,Eco,2047,5,5,5,1,3,5,3,3,3,4,3,1,2,3,85,96.0
satisfied,disloyal Customer,26,Business travel,Business,1777,5,5,5,1,1,5,1,1,3,3,5,3,5,1,0,0.0
satisfied,disloyal Customer,26,Business travel,Eco Plus,1949,5,5,5,1,2,5,2,2,4,2,2,5,5,2,0,0.0
satisfied,disloyal Customer,25,Business travel,Business,2986,5,5,5,1,5,5,5,5,4,4,4,5,5,5,0,21.0
satisfied,disloyal Customer,25,Business travel,Business,2281,5,5,5,1,2,5,3,2,3,2,4,4,4,2,1,0.0
satisfied,disloyal Customer,25,Business travel,Business,1838,5,5,5,1,2,5,4,2,3,4,4,5,5,2,27,14.0
satisfied,disloyal Customer,25,Business travel,Business,2575,5,5,5,1,4,5,4,4,4,5,5,4,4,4,0,0.0
satisfied,disloyal Customer,25,Business travel,Business,1789,5,5,5,1,5,5,5,5,4,2,5,4,5,5,0,0.0
satisfied,disloyal Customer,24,Business travel,Business,2221,5,5,5,1,5,5,5,5,5,4,5,4,5,5,0,5.0
satisfied,disloyal Customer,24,Business travel,Business,1394,5,5,5,1,3,5,3,3,4,2,5,5,5,3,29,2.0
satisfied,disloyal Customer,24,Business travel,Business,1619,5,5,5,1,4,5,4,4,5,3,5,4,4,4,10,0.0
satisfied,disloyal Customer,23,Business travel,Business,2292,5,5,5,1,2,5,2,2,3,2,5,3,4,2,0,0.0
satisfied,disloyal Customer,23,Business travel,Business,1656,5,5,5,1,1,5,1,1,3,4,5,3,4,1,0,0.0
satisfied,disloyal Customer,23,Business travel,Business,2358,5,5,5,1,5,3,3,5,4,5,4,3,3,3,214,203.0
satisfied,disloyal Customer,23,Business travel,Business,1488,5,5,5,1,2,5,2,2,3,2,4,4,4,2,0,0.0
satisfied,disloyal Customer,22,Business travel,Business,3459,5,5,5,1,1,5,3,1,4,2,4,3,5,1,0,0.0
satisfied,disloyal Customer,22,Business travel,Business,2747,5,5,5,1,4,5,4,4,5,5,4,4,5,4,20,12.0
satisfied,disloyal Customer,38,Business travel,Eco,1900,5,5,5,1,1,5,1,1,4,2,3,3,2,1,16,15.0
satisfied,disloyal Customer,22,Business travel,Business,1894,5,5,5,1,5,5,5,5,4,5,4,4,4,5,1,1.0
satisfied,disloyal Customer,22,Business travel,Business,1647,5,5,5,1,4,5,4,4,4,2,5,5,4,4,0,0.0
satisfied,disloyal Customer,22,Business travel,Business,1742,5,5,5,1,5,5,5,5,5,5,5,4,4,5,13,0.0
satisfied,disloyal Customer,22,Business travel,Business,1784,5,5,5,1,2,5,2,2,5,5,4,4,5,2,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,1427,5,5,5,1,1,5,1,1,3,3,4,3,4,1,28,22.0
satisfied,disloyal Customer,21,Business travel,Eco,1499,5,5,5,1,2,5,2,2,4,3,5,5,5,2,0,0.0
satisfied,disloyal Customer,20,Business travel,Business,1915,5,5,5,1,1,5,1,1,5,2,5,4,4,1,74,69.0
satisfied,disloyal Customer,20,Business travel,Business,1674,5,5,5,1,5,5,5,5,3,2,4,4,5,5,0,0.0
satisfied,disloyal Customer,24,Business travel,Eco,1390,5,5,5,1,3,5,3,3,1,3,5,2,1,3,12,25.0
satisfied,disloyal Customer,18,Business travel,Business,2488,5,5,5,1,1,5,1,1,4,4,5,4,4,1,10,6.0
satisfied,disloyal Customer,18,Business travel,Business,1570,5,5,5,1,1,5,1,1,5,2,5,3,4,1,0,0.0
satisfied,disloyal Customer,17,Business travel,Eco Plus,4354,5,5,5,1,2,5,2,2,5,1,3,1,2,2,91,75.0
satisfied,disloyal Customer,22,Business travel,Eco,1493,5,5,5,1,4,5,1,4,1,4,2,4,3,4,0,0.0
satisfied,disloyal Customer,12,Business travel,Business,2296,5,5,5,1,5,5,5,4,5,5,5,5,5,5,223,243.0
satisfied,disloyal Customer,23,Business travel,Eco,1066,5,5,5,1,4,5,4,4,1,1,1,4,4,4,0,0.0
satisfied,disloyal Customer,29,Business travel,Eco,1799,5,5,5,1,5,5,5,5,4,2,2,4,3,5,76,66.0
satisfied,disloyal Customer,72,Business travel,Business,3500,5,5,5,2,3,5,3,3,3,5,4,3,4,3,1,0.0
satisfied,disloyal Customer,25,Business travel,Eco,2172,5,5,5,2,1,5,1,1,3,2,5,5,2,1,0,0.0
satisfied,disloyal Customer,63,Business travel,Business,1526,5,5,5,2,3,5,3,3,5,3,4,5,4,3,17,29.0
satisfied,disloyal Customer,60,Business travel,Business,2236,5,5,5,2,3,5,3,3,4,4,5,3,5,3,44,27.0
satisfied,disloyal Customer,29,Business travel,Eco,3544,5,5,5,2,5,3,3,1,3,5,1,3,3,3,0,2.0
satisfied,disloyal Customer,57,Business travel,Business,2387,5,5,5,2,2,5,2,2,3,2,4,5,5,2,0,0.0
satisfied,disloyal Customer,23,Business travel,Eco,3152,5,5,5,2,5,4,4,3,2,4,4,4,5,4,0,17.0
satisfied,disloyal Customer,52,Business travel,Business,2460,5,5,5,2,2,5,2,2,4,4,4,3,5,2,0,0.0
satisfied,disloyal Customer,28,Business travel,Eco,2402,5,5,5,2,3,5,3,3,2,1,3,1,2,3,0,0.0
satisfied,disloyal Customer,50,Business travel,Business,1468,5,5,5,2,2,5,2,2,5,4,5,4,5,2,0,13.0
satisfied,disloyal Customer,49,Business travel,Business,2496,5,5,5,2,4,5,4,4,4,4,5,4,5,4,0,3.0
satisfied,disloyal Customer,49,Business travel,Business,1756,5,5,5,2,3,5,3,3,5,2,4,5,5,3,10,0.0
satisfied,disloyal Customer,48,Business travel,Business,2891,5,5,5,2,5,5,5,5,5,2,4,4,5,5,5,29.0
satisfied,disloyal Customer,48,Business travel,Business,2918,5,5,5,2,2,5,2,2,3,3,5,3,4,2,121,125.0
satisfied,disloyal Customer,48,Business travel,Business,2233,5,5,5,2,5,5,5,5,4,5,5,5,4,5,0,0.0
satisfied,disloyal Customer,48,Business travel,Business,1824,5,5,5,2,5,5,5,5,3,5,5,4,4,5,0,4.0
satisfied,disloyal Customer,48,Business travel,Business,2176,5,5,5,2,1,5,1,1,5,2,5,5,4,1,3,15.0
satisfied,disloyal Customer,48,Business travel,Business,1528,5,5,5,2,5,5,5,5,4,4,4,3,5,5,0,0.0
